id	solve_rate	solve_rate_en	solve_rate_query	solve_rate_full	solve_rate_full_lang_desc	solve_rate_full_func_desc	n_total	n_en	n_query	n_full	top_error_type	query	ground_truth
multiple_152	72.73	100.00	100.00	57.14	100.00	50.00	11	2	2	7	no_matching_call	Provide key war events in German history from 1871 to 1945.	"[{""history.get_key_events"": {""country"": [""Germany""], ""start_year"": [1871], ""end_year"": [1945], ""event_type"": [[""War""]]}}]"
multiple_153	90.91	100.00	100.00	85.71	100.00	100.00	11	2	2	7	no_matching_call	When was the signing of the Treaty of Lisbon?	"[{""get_event_date"": {""event"": [""Treaty of Lisbon"", ""Signing of the Treaty of Lisbon""], ""location"": ["""", ""global"", ""Lisbon"", ""Lisbon, Portugal""]}}]"
multiple_155	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	Who discovered the neutron? Give me detail information.	"[{""get_discoverer"": {""discovery"": [""neutron""], ""detail"": [true]}}]"
multiple_156	81.82	100.00	100.00	71.43	100.00	100.00	11	2	2	7	no_matching_call	What was Albert Einstein's contribution to science on March 17, 1915?	"[{""historical_contrib.get_contrib"": {""scientist"": [""Albert Einstein""], ""date"": [""1915-03-17"", ""03/17/1915"", ""Mar.17,1915""], ""category"": ["""", ""all""]}}]"
multiple_157	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	What is the earliest reference of Jesus Christ in history from historical record?	"[{""get_earliest_reference"": {""name"": [""Jesus Christ""], ""source"": [""historical records""]}}]"
multiple_158	100.00	100.00	100.00	100.00	100.00	100.00	11	2	2	7		Get the biography and main contributions of Pope Innocent III.	"[{""religious_history.get_papal_biography"": {""papal_name"": [""Innocent III"", ""Pope Innocent III""], ""include_contributions"": [true]}}]"
multiple_160	81.82	100.00	100.00	71.43	50.00	100.00	11	2	2	7	no_matching_call	Find me the most recent art sculpture by James Plensa with detailed description.	"[{""get_sculpture_info"": {""artist_name"": [""James Plensa""], ""detail"": [true]}}]"
multiple_161	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	Find the top rated modern sculpture exhibition happening in New York in the upcoming month.	"[{""find_exhibition"": {""location"": [""New York"", ""New York, NY"", ""New York City"", ""NYC"", ""NY""], ""art_form"": [""sculpture"", ""modern sculpture""], ""month"": [""upcoming"", ""next month"", ""upcoming month"", ""next"", """"], ""user_ratings"": [""high"", """"]}}]"
multiple_163	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	Get the list of top 5 popular artworks at the Metropolitan Museum of Art. Please sort by popularity.	"[{""metropolitan_museum.get_top_artworks"": {""number"": [5], ""sort_by"": [""popularity""]}}]"
multiple_164	54.55	100.00	100.00	28.57	100.00	0.00	11	2	2	7	no_matching_call	What's the retail price of a Fender American Professional II Stratocaster in Rosewood Finish?	"[{""instrument_price.get"": {""brand"": [""Fender""], ""model"": [""American Professional II Stratocaster""], ""finish"": [""Rosewood""]}}]"
multiple_165	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	Find the price of a used Gibson Les Paul guitar in excellent condition in the Chicago area.	"[{""guitar_price.find"": {""model"": [""Gibson Les Paul""], ""condition"": [""Excellent""], ""location"": [""Chicago"", ""Chicago area""]}}]"
multiple_166	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	Find me a classical concert this weekend in Los Angeles with cheap tickets.	"[{""concert.search"": {""genre"": [""classical""], ""location"": [""Los Angeles"", ""LA""], ""date"": [""this weekend"", ""weekend""], ""price_range"": [""cheap""]}}]"
multiple_168	81.82	100.00	100.00	71.43	100.00	100.00	11	2	2	7	no_matching_call	Find the lyrics to the song 'Bohemian Rhapsody' by Queen.	"[{""get_song_lyrics"": {""song_title"": [""Bohemian Rhapsody""], ""artist_name"": [""Queen""], ""lang"": [""English"", """"]}}]"
multiple_170	63.64	100.00	100.00	42.86	100.00	50.00	11	2	2	7	no_matching_call	Get the player stats of Cristiano Ronaldo in the 2019-2020 season	"[{""soccer_stat.get_player_stats"": {""player_name"": [""Cristiano Ronaldo""], ""season"": [""2019-2020""], ""league"": [""all"", """"]}}]"
multiple_171	100.00	100.00	100.00	100.00	100.00	100.00	11	2	2	7		Who won the basketball game between Lakers and Clippers on Jan 28, 2021?	"[{""game_result.get_winner"": {""teams"": [[""Lakers"", ""Clippers""], [""Clippers"", ""Lakers""]], ""date"": [""2021-01-28"", ""01/28/2021"", ""Jan.28,2021""], ""venue"": [""""]}}]"
multiple_172	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	Find me the detailed profile of basketball player Lebron James	"[{""sports_db.find_athlete"": {""name"": [""Lebron James""], ""sport"": [""Basketball""], ""team"": [""""]}}]"
multiple_174	90.91	100.00	100.00	85.71	100.00	100.00	11	2	2	7	no_matching_call	What is the ranking of Manchester United in Premier League?	"[{""sports_ranking"": {""team"": [""Manchester United"", ""Man United"", ""Man U"", ""MUFC""], ""league"": [""Premier League""], ""season"": ["""", 2024]}}]"
multiple_175	81.82	100.00	100.00	71.43	100.00	100.00	11	2	2	7	no_matching_call	Who is ranked as the top player in woman tennis?	"[{""sports_ranking.get_top_player"": {""sport"": [""tennis""], ""gender"": [""women""]}}]"
multiple_176	54.55	100.00	100.00	28.57	50.00	50.00	11	2	2	7	no_matching_call	Give me the schedule of Manchester United for the next 6 games in Premier League.	"[{""sports_team.get_schedule"": {""team_name"": [""Manchester United"", ""Man United"", ""Man U"", ""MUFC""], ""num_of_games"": [6], ""league"": [""Premier League"", ""PL""], ""location"": [""""]}}]"
multiple_177	72.73	100.00	50.00	71.43	100.00	100.00	11	2	2	7	no_matching_call	Find the top chess players in New York with a rating above 2300.	"[{""board_game.chess.get_top_players"": {""location"": [""New York"", ""New York, NY"", ""NYC""], ""minimum_rating"": [2300], ""number_of_players"": ["""", 10]}}]"
multiple_178	100.00	100.00	100.00	100.00	100.00	100.00	11	2	2	7		Find a Card of rank 'Queen' and suit 'Hearts' in the deck.	"[{""find_card_in_deck"": {""rank"": [""Queen""], ""suit"": [""Hearts""], ""deck"": [""""]}}]"
multiple_180	100.00	100.00	100.00	100.00	100.00	100.00	11	2	2	7		Fetch player statistics of 'Zelda' on Switch for user 'Sam'.	"[{""game_stats.fetch_player_statistics"": {""game"": [""Zelda""], ""username"": [""Sam""], ""platform"": [""Switch"", ""Nintendo Switch""]}}]"
multiple_181	81.82	100.00	100.00	71.43	100.00	100.00	11	2	2	7	no_matching_call	Get me the details of the last game played by Liverpool F.C. Include its statistics.	"[{""soccer.get_last_match"": {""team_name"": [""Liverpool F.C."", ""Liverpool""], ""include_stats"": [true]}}]"
multiple_182	100.00	100.00	100.00	100.00	100.00	100.00	11	2	2	7		Find me a multiplayer game with rating above 4.5 and compatible with Windows 10.	"[{""multiplayer_game_finder"": {""platform"": [""Windows 10""], ""rating"": [4.5], ""genre"": [""""]}}]"
multiple_183	63.64	100.00	100.00	42.86	100.00	50.00	11	2	2	7	no_matching_call	How many calories in the Beef Lasagna Recipe from Foodnetwork.com?	"[{""recipe_info.get_calories"": {""website"": [""Foodnetwork.com""], ""recipe"": [""Beef Lasagna"", ""Beef Lasagna Recipe""], ""optional_meal_time"": [""""]}}]"
multiple_184	45.45	100.00	100.00	14.29	50.00	0.00	11	2	2	7	no_matching_call	Give me a recipe for a vegetarian pasta with cheese for 2 servings.	"[{""recipe_search"": {""dietary_restriction"": [""Vegetarian""], ""ingredients"": [[""pasta"", ""cheese""], [""cheese"", ""pasta""]], ""servings"": [2]}}]"
multiple_185	54.55	100.00	100.00	28.57	100.00	0.00	11	2	2	7	no_matching_call	Find the closest sushi restaurant with a patio in Boston.	"[{""restaurant_search.find_closest"": {""location"": [""Boston"", ""Boston, MA""], ""cuisine"": [""Sushi""], ""amenities"": [[""Patio""]]}}]"
multiple_186	63.64	50.00	100.00	57.14	100.00	100.00	11	2	2	7	no_matching_call	Find me a vegan recipe for brownies which prep time is under 30 minutes.	"[{""find_recipe"": {""dietary_restrictions"": [""vegan""], ""recipe_type"": [""dessert""], ""time"": [30]}}]"
multiple_187	45.45	100.00	100.00	14.29	50.00	0.00	11	2	2	7	no_matching_call	Check the price of tomatoes and lettuce at the Whole Foods in Los Angeles.	"[{""whole_foods.check_price"": {""location"": [""Los Angeles"", ""LA""], ""items"": [[""tomatoes"", ""lettuce""], [""lettuce"", ""tomatoes""]]}}]"
multiple_188	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	Find the grocery store closest to Berkeley that has at least a 4.5 star rating, selling tomatoes and also pet food.	"[{""grocery_store.find_best"": {""my_location"": [""Berkeley"", ""Berkeley,California"", ""Berkeley,CA"", ""Berkeley, CA""], ""rating"": [4.5], ""products"": [[""tomatoes"", ""pet food""], [""pet food"", ""tomatoes""], [""Tomatoes"", ""Pet food""], [""Pet food"", ""Tomatoes""]]}}]"
multiple_189	90.91	100.00	100.00	85.71	100.00	100.00	11	2	2	7	no_matching_call	Convert time 3pm from New York time zone to London time zone.	"[{""timezone.convert"": {""time"": [""3pm""], ""from_timezone"": [""America/New_York"", ""New York"", ""New York, NY"", ""NY"", ""NYC"", ""Eastern Standard Time"", ""EST""], ""to_timezone"": [""Europe/London"", ""London"", ""British Summer Time"", ""BST"", ""Greenwich Mean Time"", ""GMT""]}}]"
multiple_190	36.36	100.00	50.00	14.29	50.00	0.00	11	2	2	7	no_matching_call	Book a single room for two nights at the Hilton Hotel in Chicago, starting from 10th December 2022.	"[{""book_hotel"": {""hotel_name"": [""Hilton Hotel"", ""Hilton""], ""location"": [""Chicago""], ""room_type"": [""single"", ""Single""], ""start_date"": [""2022-12-10"", ""10/12/2022"", ""Dec.10,2022"", ""10th December 2022"", ""10 December 2022""], ""nights"": [2]}}]"
multiple_191	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	Book a luxury room in Hotel Paradise, Las Vegas, with a city view for 3 days starting from May 12, 2022.	"[{""book_hotel"": {""hotel_name"": [""Hotel Paradise""], ""location"": [""Las Vegas"", ""Las Vegas, NV"", ""LV""], ""room_type"": [""luxury"", ""Luxury""], ""start_date"": [""05-12-2022"", ""2022-05-12"", ""12/05/2022"", ""May.12,2022"", ""May 12, 2022""], ""stay_duration"": [3], ""view"": [""city"", ""city view""]}}]"
multiple_193	54.55	100.00	50.00	42.86	50.00	50.00	11	2	2	7	no_matching_call	Get me the travel distance and duration from the Eiffel Tower to the Louvre Museum	"[{""maps.get_distance_duration"": {""start_location"": [""Eiffel Tower""], ""end_location"": [""Louvre Museum""], ""traffic"": ["""", false]}}]"
multiple_194	36.36	100.00	100.00	0.00	0.00	0.00	11	2	2	7	no_matching_call	What are the opening hours of the Metropolitan Museum of Art on Saturday?	"[{""get_museum_hours"": {""museum_name"": [""Metropolitan Museum of Art"", ""The Met"", ""Met Museum""], ""day"": [""Saturday""]}}]"
multiple_196	81.82	100.00	100.00	71.43	100.00	100.00	11	2	2	7	no_matching_call	What are the names of proteins found in the plasma membrane?	"[{""cellbio.get_proteins"": {""cell_compartment"": [""plasma membrane""], ""include_description"": ["""", false]}}]"
multiple_197	100.00	100.00	100.00	100.00	100.00	100.00	11	2	2	7		Find the type of gene mutation based on SNP (Single Nucleotide Polymorphism) ID rs6034464.	"[{""mutation_type.find"": {""snp_id"": [""rs6034464""], ""species"": ["""", ""Homo sapiens""]}}]"
multiple_199	81.82	100.00	100.00	71.43	100.00	100.00	11	2	2	7	no_matching_call	Predict the growth of forest in Yellowstone for the next 5 years including human impact.	"[{""forest_growth_forecast"": {""location"": [""Yellowstone"", ""yellowstone""], ""years"": [5], ""include_human_impact"": [true]}}]"
